id	title	state	agency	type	types	categories	status	status_date	enacted_date	amended_date	significant_update_date	text
12065	Residential Electric Vehicle (EV) Charging Pilot Program - Xcel Energy	MN		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'incentive'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	archived	2023-08-03	None	None	10/2/2018	<p>Xcel Energy offers a pilot program for residential customers who own or lease an EV. The program provides discounted Level 2 EV charging equipment, installation, and charging costs. Qualified EV chargers may be leased or purchased from Xcel Energy. For more information, including enrollment information, see the Xcel Energy <a href="https://www.xcelenergy.com/energy_portfolio/innovation/electric_vehicles/ev_service_pilot">EV Service Pilot</a> website.</p>
12066	Heavy-Duty Transit Bus Grants	WI		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'BIOD', 'title': 'Biodiesel', 'category_type': 'tech'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ETH', 'title': 'Ethanol', 'category_type': 'tech'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'GNT', 'title': 'Grants', 'category_type': 'incentive'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'LPG', 'title': 'Propane (LPG)', 'category_type': 'tech'}, {'code': 'TRANS', 'title': 'Transit', 'category_type': 'user'}]	None	None	None	None	10/2/2018	<p>The Wisconsin Department of Administration (DOA) offers grants for the replacement of eligible public transit buses. Funding is available for the replacement and scrapping of model year 1992-2009 heavy-duty public transit buses with new replacement diesel or alternative fueled buses. The program is funded by Wisconsin’s portion of the <a href="https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement">Volkswagen Environmental Mitigation Trust</a>. For more information, including how to apply, see the DOA <a href="https://doa.wi.gov/Pages/vwsettlementwisconsin.aspx">VW Mitigation Program</a> website.</p>
12068	Multi-Unit Dwelling (MUD) and Workplace Electric Vehicle (EV) Charging Station Incentive - SDG&E	CA		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'incentive'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	None	None	None	None	10/9/2018	<p>San Diego Gas &amp; Electric’s (SDG&amp;E) Power Your Drive program provides EV charging stations, installation, and maintenance support for MUDs and workplaces in the SDG&amp;E territory. Site hosts must make a one-time participation payment and be able to dedicate at least five parking spaces at residential locations or at least ten parking spaces at workplaces for EV charging stations. MUDs and workplaces located in disadvantaged communities may qualify for the program at no cost to the site host. Additional terms and conditions apply. For more information, including funding availability, see the <a href="https://www.sdge.com/residential/electric-vehicles/power-your-drive">Power Your Drive</a> website.</p>
12069	Zero Emission Vehicle (ZEV) and Near-ZEV Weight Exemption	CA		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'EXEM', 'title': 'Exemptions', 'category_type': 'incentive'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2018-09-20	2018-09-20T00:00:00Z	None	10/10/2018	<p>ZEVs and near-ZEVs may exceed the state’s gross vehicle weight limits by an amount equal to the difference of the weight of the near-zero emission or zero emission powertrain and the weight of a comparable diesel tank and fueling system, up to 2,000 pounds. A ZEV is defined as a vehicle that produces no criteria pollutant, toxic air contaminant, or greenhouse gas emissions when stationary or operating. A near-ZEV is a vehicle that uses zero emission technologies, uses technologies that provide a pathway to zero emission operations, or incorporates other technologies that significantly reduce vehicle emissions.</p><p>(Reference <a href='http://leginfo.legislature.ca.gov/faces/home.xhtml'>California Business and Professions Code 12725 and California Vehicle Code 35551</a>)</p>
12071	Electric Vehicle (EV) Charging Station Pilot Program - Duke Energy	FL		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'incentive'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	expired	2022-12-31	None	None	10/10/2018	<p>Duke Energy’s Park and Plug Program will assist business customers with the installation of Level 2 and direct current fast charging (DCFC) station. Eligible installations must be publicly accessible 24 hours daily, near high-traffic corridors, well-lit, and near retail, restaurant, or other amenities. For more information, including application requirements, see the Duke Energy <a href="https://www.duke-energy.com/home/products/park-and-plug#tab-e3951399-274c-473d-b62c-97eeea3586e6">Park &amp; Plug</a> website.</p>
12073	Multifamily and Commercial Electric Vehicle (EV) Charging Station Rebate – Austin Energy	TX		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'MUD', 'title': 'Multi-Unit Dwelling', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	10/10/2018	<p>Austin Energy offers rebates to commercial and multifamily customers for the purchase and installation of Level 2 or direct current fast EV charging stations at multifamily dwellings and commercial properties. For more information, including funding amounts and eligibility requirements, see the Austin Energy <a href="https://austinenergy.com/green-power/plug-in-austin/multifamily-charging/independent-charging-station-rebate-mf">Multifamily Charging</a> and <a href="https://austinenergy.com/green-power/plug-in-austin/workplace-charging">Commercial Charging</a> websites.</p>
12075	Electric Vehicle (EV) Charging Network Pilot Program – CPS Energy	TX		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'user'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'incentive'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	None	None	None	None	10/10/2018	<p>CPS offers residential customers that own an EV access to the FlexEV Public Charging program network for an annual fee of $96 per EV. For more information, see the CPS Energy <a href="https://www.cpsenergy.com/en/about-us/programs-services/electric-vehicles/ev-charging-solutions.html">EVs</a> website.</p>
12081	Alternative Fuel School Bus and Electric Vehicle (EV) Charging Station Rebate Program	OK		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'MAN', 'title': 'Alternative Fuel Vehicle (AFV) Manufacturer / Retrofitter', 'category_type': 'user'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'HEV', 'title': 'HEVs', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'LPG', 'title': 'Propane (LPG)', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	10/29/2018	<p>The Oklahoma Department of Environmental Quality (DEQ) offers rebates for projects that repower or replace an actively used, engine model year 2009 or older, diesel school bus with a model that operates on alternative fuel. Eligible alternative fuels and technologies include all-electric, propane, and natural gas. Applicants may receive rebates of up to 45% of project costs. Charging infrastructure for electric buses is eligible for funding, but is subject to a per-charger maximum and project cap. The program is funded by Oklahoma’s portion of the <a href="https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement">Volkswagen Environmental Mitigation Trust</a>. Applications must be submitted through Oklahoma’s <a href="https://www.deq.ok.gov/air-quality-division/clean-diesel-dera/">Clean Diesel Program</a>. For more information, see the DEQ <a href="https://www.deq.ok.gov/air-quality-division/volkswagen-settlement/alternative-fuel-school-bus-program/">Alternative Fuel School Bus Program</a> website.</p>
12089	Alternative Fuel Vehicle and Infrastructure Support	DC		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2018-07-02	2018-07-02T00:00:00Z	None	11/2/2018	<p>The Green Finance Authority (Authority) supports private investment in clean transportation projects, including alternative fuel vehicles and infrastructure. The Authority Board, established by the Authority Fund, manages the Authority, and authorizes the Authority to issue bonds. The Authority must publish an <a href="https://dcgreenbank.com/press/annual-reports-audited-financial-statements/">annual report</a>.</p><p>(Reference <a href='https://code.dccouncil.us/dc/council/code'>District of Columbia Code 8-173.01 through 8-173.64</a>)</p>
12091	Electric Vehicle (EV) Rebate - Antelope Valley	CA		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	11/13/2020	<p>The Antelope Valley Air Quality Management District (AVAQMD) offers residents rebates of up to $500 for the purchase or lease of an EV from a dealership within the Antelope Valley jurisdiction. For more information, including how to apply, see the <a href="https://avaqmd.ca.gov/alternative-fuel-vehicle-program">AVAQMD</a> website.</p>
12092	Clean Vehicle Rebate - El Dorado County	CA		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	11/12/2018	<p>The El Dorado County Air Quality Management District (EDC AQMD) offers rebates of up to $599 to residents toward the purchase or lease of a new zero emission vehicle (ZEV) or partial-ZEV, as defined by the California Air Resources Board. To qualify, vehicles must be owned or leased for at least three years within El Dorado County. For more information, including eligibility requirements, see the EDC AQMD <a href="https://www.edcgov.us/Government/AirQualityManagement/Pages/grants_and_incentive_refunds.aspx">Grants and Incentives</a> website.</p>
12098	Heavy-Duty Truck Emission Reduction Grants - San Joaquin Valley	CA		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'GNT', 'title': 'Grants', 'category_type': 'incentive'}, {'code': 'HEV', 'title': 'HEVs', 'category_type': 'tech'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'LPG', 'title': 'Propane (LPG)', 'category_type': 'tech'}]	None	None	None	None	11/13/2018	The San Joaquin Valley Air Pollution Control District (SJVAPCD) administers the Truck Replacement Program, which provides funding for fleets to replace old vehicles with lower emitting vehicles or to purchase new zero emission, hybrid, or low oxides of nitrogen (NOx) vehicles. Funding is available for the following projects:<ul><li>Replacement of model year (MY) 2009 or older diesel trucks with new trucks that meet or exceed the 2010 NOx emissions standard; and,<li>Replacement of MY 2010 – MY 2016 trucks with new zero emission, hybrid, or low-NOx trucks.</ul><p>Incentive amounts vary by weight class and fuel type. Fleets may receive up to 80% of the vehicle cost for new diesel trucks. To qualify, eligible trucks for replacement must be garaged in the SJVAPCD and have operated at least 75% of the time in California and 50% of the time in the SJVAPCD for the previous two years. For more information, including application requirements, see the SJVAPCD <a href="http://valleyair.org/grants/truck-replacement.htm">Truck Replacement Program</a> website.</p>
12100	Alternative Fuel Mechanic Technical Training - San Joaquin Valley	CA		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'MAN', 'title': 'Alternative Fuel Vehicle (AFV) Manufacturer / Retrofitter', 'category_type': 'user'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'GNT', 'title': 'Grants', 'category_type': 'incentive'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	None	None	None	None	None	<p>The San Joaquin Valley Air Pollution Control District (SJVAPCD) administers the Alternative Fuel Mechanic Training Program, which provides incentives of up to $15,000 per fiscal year to educate personnel on the mechanics, operation safety, and maintenance of alternative fuel vehicles, fueling stations, and tools involved in the implementation of alternative fuel technologies. For more information, see the SJVAPCD <a href="http://valleyair.org/grants/mechanictraining.htm">Alternative Fuel Mechanic Training Component</a> website.</p>
12101	Electric Vehicle (EV) Charging Station Rebates for Businesses - SMUD	CA		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	11/13/2018	<p>Sacramento Municipal Utility District (SMUD) offers rebates to commercial customers for the purchase and installation of Level 2 EV charging stations and direct current fast charging (DCFC) stations at a workplace or multi-unit dwelling. DCFC stations may receive rebates of up to $30,000 per station and Level 2 charging stations may receive up to $4,500 per port. For more information, including eligibility requirements and how to apply, see the SMUD <a href="https://www.smud.org/en/Going-Green/Electric-Vehicles/Business">Business EV</a> and <a href="https://calevip.org/incentive-project/sacramento-county-incentive-project">Sacramento County Incentive Project</a> websites.</p>
12102	Electric Vehicle (EV) Charging Station Rebate - Alameda Municipal Power (AMP)	CA		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	11/13/2018	AMP provides rebates to residential, commercial, and multifamily customers for the purchase of Level 2 EV charging stations. Rebates are available in the following amounts:</p><p><center><table class="table table-bordered"><tr><th>Applicant Type</th><th>Rebate Amount</th><th>Maximum Number of Rebates per Applicant</th></tr><tr><td>Residential</td><td>$500</td><td>1</td></tr><tr><td>Commercial</td><td>$6,000</td><td>6</td></tr><tr><td>Multifamily</td><td>$8,000</td><td>6</td></tr></table></center></p><p><p>Commercial customers are also eligible for a $500 rebate for every additional port, up to $3,000. Customers may apply for multiple rebates at a time. Additional terms and conditions apply. For more information, see the AMP <a href="https://www.alamedamp.com/349/Electric-Vehicles">EVs</a> website.</p>
12103	Electric Vehicle (EV) Charging Station Rebates - Anaheim Public Utilities (APU)	CA		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	11/12/2019	APU provides rebates for residential, commercial, industrial, and municipal customers for the purchase and installation of Level 2 or direct current fast charging (DCFC) stations. Rebates are available in the following amounts:</p><p><center><table class="table table-bordered"><tr><th>Customer Type</th><th>Charger Type</th><th>Access</th><th>Maximum Rebate Amount per EV charging station</th></tr><tr><td>Residential and commercial</td><td>Level 2</td><td>Private</td><td>$1,500</td></tr><tr><td>Residential and commercial participating in a time-of-use rate</td><td>DCFC</td><td>Public</td><td>$3,000</td></tr><tr><td>Commercial, municipal, and multiunit dwelling</td><td>Level 2 or DCFC</td><td>Public</td><td>$5,000</td></tr><tr><td>School, affordable housing, and publicly accessible DCFC locations</td><td>Level 2 or DCFC</td><td>Public</td><td>$10,000</td></tr></table></center></p><p><p>Applicants installing DCFC stations may receive a maximum of 10 rebates. Applicants may also receive up to $5,000 for sub-meter installation fees and up to $1,500 for city permit fees. Additional terms and conditions apply. For more information, including how to apply, see the APU <a href="http://www.anaheim.net/593/Personal-EV-Charger-Rebate">Personal EV Charger Rebate </a> and <a href="http://www.anaheim.net/3312/Public-EV-Charger-Rebate">Public EV Charger Rebate </a> websites.</p>
12104	Electric Vehicle (EV) Charging Station Rebate - Glendale Water and Power (GWP)	CA		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	11/13/2018	<p>GWP provides rebates to commercial and residential customers toward the purchase of Level 2 EV charging stations. Commercial or multi-unit dwelling customers who purchase and install EV charging stations can receive up to $6,000 for each charger and up to four rebates. Residential customers who install a charger can receive up to $599. Applications must be submitted no later than four months from the date of purchase. Rebates are available on a first-come, first-served basis until funds are exhausted. For program guidelines and application materials, see the GWP <a href="https://www.glendaleca.gov/government/departments/glendale-water-and-power/electric-vehicles">Electric Vehicles</a> website.</p>
12106	Electric Vehicle (EV) Charging Rate Reduction - Azusa Light & Water	CA		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'PURCH', 'title': 'Alternative Fuel Purchaser', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'incentive'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	None	None	None	None	11/13/2018	<p>Azusa Light &amp; Water offers a $0.05 per kilowatt-hour (kWh) discount for electricity used to charge EVs during off peak times. Customers must use a minimum of 50 kWh to receive the discount. For more information, see the Azusa Light &amp; Water <a href="https://www.ci.azusa.ca.us/1191/Schedule-EV">Schedule EV</a> website.</p>
12107	Electric Vehicle (EV) Time-Of-Use (TOU) Rate - Burbank Water and Power (BWP)	CA		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'PURCH', 'title': 'Alternative Fuel Purchaser', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'TOU', 'title': 'Time-of-Use Rate', 'category_type': 'incentive'}]	None	None	None	None	11/13/2018	<p>BWP offers a TOU rate to residential or multi-family customers for electricity used to charge EVs. Customers must remain on the EV TOU rate for a minimum of one year. For more information, see the BWP <a href="https://www.burbankwaterandpower.com/electric/rates-and-charges">EVs</a> website.</p>
12110	Medium- and Heavy-Duty Diesel Vehicle Replacement Rebates	ID		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'BIOD', 'title': 'Biodiesel', 'category_type': 'tech'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ETH', 'title': 'Ethanol', 'category_type': 'tech'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'LPG', 'title': 'Propane (LPG)', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	11/13/2018	<p>The Idaho Department of Environmental Quality (IDEQ) offers rebates for the replacement of qualified medium- and heavy-duty diesel vehicles with new diesel or alternative fuel vehicles. Rebates are available for medium- and heavy-duty trucks, school, shuttle, and transit buses, freight switchers, airport ground support equipment, forklifts, and port cargo handling equipment. Vehicles must meet model year requirements, which vary by vehicle type. Funding amounts are based on vehicle type, fuel type (e.g., diesel, alternative fuel, all-electric), and applicant type (e.g., government, non-government). Funding is competitively awarded, and special consideration is given for projects located in air quality priority areas, areas with higher impact on sensitive populations, and oxides of nitrogen priority counties. The program is funded by Idaho’s portion of the <a href="https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement">Volkswagen (VW) Environmental Mitigation Trust</a> and the <a href="https://www.epa.gov/dera">Diesel Emissions Reduction Act</a>. For more information, including program guidance and the application, see the IDEQ <a href="https://www.deq.idaho.gov/air-quality/improving-air-quality/volkswagen-and-diesel-funding/">VW Settlement</a> website.</p>
12112	 Establishment of Zero Emission Vehicle (ZEV) and Near-ZEV Component Rebates	CA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2018-09-13	2018-09-13T00:00:00Z	None	11/13/2018	<p>The California Air Resources Board (CARB) will establish the Zero Emission Assurance Project (ZAP) to offer rebates for the replacement of a battery, fuel cell, or other related vehicle component for eligible used ZEVs and near-ZEVs. Rebates will be limited to one per vehicle. By January 1, 2024, CARB must publish a report to the legislature detailing the number of rebates awarded, the emissions benefits of the ZAP, and the impacts of the ZAP on low-income consumer decisions to purchase zero and near-zero emissions vehicles. A ZEV is defined as a vehicle that produces no criteria pollutant, toxic air contaminant, or greenhouse gas emissions when stationary or operating. A near-ZEV is a vehicle that uses zero emission technologies, uses technologies that provide a pathway to zero emission operations, or incorporates other technologies that significantly reduce vehicle emissions. Rebates will be available through July 31, 2025.</p><p>(Reference <a href='http://leginfo.legislature.ca.gov/faces/home.xhtml'>California Health and Safety Code 44274.9</a>)</p>
12113	Electric Vehicle (EV) Charging Access	CA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2018-09-13	2018-09-13T00:00:00Z	None	11/13/2018	<p>Municipalities may not restrict the types of EVs, such as plug-in hybrid electric vehicles, that may access an EV charging station that is public, intended for passenger vehicle use, and funded in any part by the state or utility ratepayers.</p><p>(Reference <a href='http://www.oal.ca.gov/'>California Government Code 65850.9</a>)</p>
12114	Electric Vehicle (EV) Charging Station Location Assessment	CA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2018-09-13	2018-09-13T00:00:00Z	None	11/13/2018	<p>The State Energy Resources Conservation and Development Commission (Commission), in partnership with the California Air Resources Board (CARB), must assess whether EV charging stations in California is located disproportionately by population density, geographical area, or population income level. If the Commission and CARB determine that EV charging stations have been disproportionately installed, the Commission must use funding from the Clean Transportation Program, as well as other funding sources, to proportionately install new EV charging stations, unless it is determined that the current locations of EV charging stations are reasonable and further California’s energy or environmental policy goals.</p><p>(Reference <a href='http://www.oal.ca.gov/'>California Public Resources Code 25231</a>)</p>
